case_fan_id,product_id,mm_size,color,rpm,airflow,noise_level,pwm_4-pin
270101,108988,120,Black,600 - 1500 RPM,43.25 CFM,24.8 dB,Yes
270102,108989,120,Black,600 - 1500 RPM,43.25 CFM,24.8 dB,Yes
270103,108990,120,White,2200 RPM,63 CFM,36 dB,Yes
270104,108991,120,Multicolor,300 - 1500 RPM,54.97 CFM,22.4 dB,Yes
270105,108992,120,Black / Clear,500 - 1500 RPM,56.5 CFM,17.8 - 27 dB,Yes
270106,108993,120,Black,1450 RPM,50.5 CFM,16.4 dB,Yes
270107,108994,140,Multicolor,300 - 1500 RPM,82.52 CFM,24.6 dB,Yes
270108,108995,120,Gray,450 - 1700 RPM,70.75 CFM,25.1 dB,Yes
270109,108996,120,Black,500 - 1500 RPM,17.48 - 52.44 CFM,22 - 33 dB,Yes
270110,108997,120,Black,650 - 2000 RPM,59 CFM,31 dB,No
270111,108998,120,Black,500 - 1500 RPM,51.4 - 87 CFM,20.2 dB,Yes
270112,108999,120,White / Black,1300 RPM,74 CFM,,No
270113,109000,120,White,2200 RPM,63 CFM,36 dB,Yes
270114,109001,120,Brown,450 - 2000 RPM,49.73 - 60.1 CFM,18.8 - 22.6 dB,Yes
270115,109002,120,Brown,300 - 1500 RPM,43.73 - 54.97 CFM,18.6 - 22.4 dB,Yes
270116,109003,120,Brown / Black,750 - 3000 RPM,109.89 CFM,43.5 dB,Yes
270117,109004,120,Black,650 - 2000 RPM,59 CFM,31 dB,Yes
270118,109005,140,Brown,300 - 1500 RPM,68 - 82.5 CFM,19.2 - 24.6 dB,Yes
270119,109006,140,Black,600 - 1300 RPM,51.5 CFM,25 dB,Yes
270120,109007,140,Brown / Black,800 - 3000 RPM,158.5 CFM,41.3 dB,Yes
270121,109008,120,Black,1500 RPM,41.8 CFM,26 dB,Yes
270122,109009,140,Black,1000 RPM,59.5 CFM,15.5 dB,Yes
270123,109010,120,Black,400 - 2400 RPM,12 - 75 CFM,16 - 37 dB,Yes
270124,109011,120,Black,500 - 1500 RPM,17.48 - 52.44 CFM,22 - 33 dB,Yes
270125,109012,120,Black / White,500 - 1500 RPM,56.5 CFM,27 dB,Yes
270126,109013,140,Black,500 - 1500 RPM,30.39 - 91.19 CFM,22 - 33 dB,Yes
270127,109014,140,Black,600 - 1300 RPM,51.5 CFM,25 dB,Yes
270128,109015,140,Black / Gray,450 - 1500 RPM,78.69 CFM,25.8 dB,Yes
270129,109016,120,Black,200 - 1800 RPM,56.3 CFM,,Yes
270130,109017,120,Black,1400 RPM,52 CFM,26 dB,No
270131,109018,120,Black / White,1400 RPM,52 CFM,26 dB,No
270132,109019,140,Black,400 - 1000 RPM,61.2 CFM,19.8 dB,Yes
270133,109020,120,Black,500 - 1500 RPM,56.45 CFM,25.8 dB,Yes
270134,109021,120,Black / White,400 - 1600 RPM,47.3 CFM,25 dB,Yes
270135,109022,140,Black,500 - 1400 RPM,63.19 CFM,27.2 dB,Yes
270136,109023,120,Multicolor,300 - 1200 RPM,63.27 CFM,17.8 dB,Yes
270137,109024,120,Black,200 - 1800 RPM,56.3 CFM,,Yes
270138,109025,120,Brown,450 - 1850 RPM,41.67 - 55.44 CFM,16.8 - 23.9 dB,Yes
270139,109026,120,Black,2200 RPM,73.33 CFM,28.6 dB,Yes
270140,109027,120,Black / White,800 - 1725 RPM,54.4 CFM,18 - 30 dB,Yes
270141,109028,120,White,1500 RPM,52.19 CFM,25.2 dB,No
270142,109029,120,Black / White,1350 RPM,53 CFM,,Yes
270143,109030,120,White / Black,400 - 2400 RPM,12 - 75 CFM,16 - 37 dB,Yes
270144,109031,120,Black,1800 RPM,56.3 CFM,,No
270145,109032,120,Black,1400 RPM,52 CFM,26 dB,No
270146,109033,120,Black,,40.99 CFM,19.5 dB,No
270147,109034,120,Black / White,400 - 1600 RPM,47.3 CFM,25 dB,Yes
270148,109035,120,Black,1200 RPM,52.3 CFM,19.4 dB,No
270149,109036,80,Black / Gray,325 - 1800 RPM,31.37 CFM,17.1 dB,Yes
270150,109037,120,Black,1500 RPM,51.4 CFM,19.2 dB,No
270151,109038,140,Black,1600 RPM,77.57 CFM,28.1 dB,Yes
270152,109039,120,,500 - 1500 RPM,56.5 CFM,17.8 - 27 dB,No
270153,109040,140,White / Black,550 - 1350 RPM,77.3 CFM,,Yes
270154,109041,140,Black / Gray,1000 RPM,67.43 CFM,,No
270155,109042,120,Black,200 - 1800 RPM,56.3 CFM,22.5 dB,Yes
270156,109043,140,Black,400 - 2000 RPM,20 - 97 CFM,16 - 37 dB,Yes
270157,109044,120,Black / Gray,400 - 1200 RPM,59.1 CFM,18.1 dB,Yes
270158,109045,120,Black,500 - 1500 RPM,48.34 CFM,24.7 dB,Yes
270159,109046,120,White / Black,400 - 2400 RPM,12 - 75 CFM,16 - 37 dB,Yes
270160,109047,120,Brown / Black,450 - 2000 RPM,71.69 CFM,29.7 dB,Yes
270161,109048,140,Black,1000 RPM,61.2 CFM,18.8 dB,No
270162,109049,120,Black,500 - 1500 RPM,21.01 - 63.02 CFM,22 - 31 dB,Yes
270163,109050,140,Black,650 - 1500 RPM,90 CFM,33.5 dB,Yes
270164,109051,120,Black / White,1400 RPM,52 CFM,26 dB,No
270165,109052,120,Blue,1500 RPM,57.67 CFM,24.7 dB,No
270166,109053,120,Translucent Gray,2000 RPM,69.69 CFM,19 dB,No
270167,109054,120,Black,500 - 1500 RPM,48.34 CFM,24.7 dB,Yes
270168,109055,120,Black,500 - 1500 RPM,20 - 61.4 CFM,22 - 31 dB,Yes
270169,109056,120,Black / Multicolor,450 - 1850 RPM,55.44 CFM,23.9 dB,Yes
270170,109057,120,Clear,2000 RPM,69 CFM,19 dB,No
270171,109058,120,Red,1500 RPM,57.67 CFM,24.7 dB,No
270172,109059,140,Multicolor,300 - 1500 RPM,82.52 CFM,24.6 dB,Yes
270173,109060,140,Black,1250 RPM,50.2 CFM,26 dB,Yes
270174,109061,120,Brown,300 - 1200 RPM,,10.7 - 17.8 dB,Yes
270175,109062,140,Brown / Black,500 - 2000 RPM,107.41 CFM,31.5 dB,Yes
270176,109063,120,Black,1500 RPM,52.19 CFM,25.2 dB,No
270177,109064,140,Black / White,400 - 1200 RPM,55.4 CFM,20.4 dB,Yes
270178,109065,120,Black,1000 - 1800 RPM,54 CFM,,Yes
270179,109066,140,Black,500 - 1500 RPM,30.39 - 91.19 CFM,22 - 33 dB,Yes
270180,109067,120,Black,500 - 1500 RPM,17.48 - 52.44 CFM,22 - 33 dB,Yes
270181,109068,140,Black / White,1150 RPM,62 CFM,26 dB,No
270182,109069,80,Brown,450 - 2200 RPM,25.84 - 32.66 CFM,13.8 - 17.7 dB,Yes
270183,109070,92,Brown,300 - 2200 RPM,22.42 - 29.72 CFM,13.5 - 19.89 dB,Yes
270184,109071,140,Black,200 - 1700 RPM,72.8 CFM,22.5 dB,Yes
270185,109072,120,Black / Red,1500 RPM,52.19 CFM,25.2 dB,No
270186,109073,120,Black,650 - 2000 RPM,59 CFM,8 - 30 dB,Yes
270187,109074,120,Black,500 - 1500 RPM,41.13 CFM,25.2 dB,Yes
270188,109075,120,White / Black,1400 RPM,52 CFM,26 dB,Yes
270189,109076,140,Black,200 - 1700 RPM,72.8 CFM,22.5 dB,Yes
270190,109077,140,White / Black,400 - 2000 RPM,20 - 97 CFM,16 - 37 dB,Yes
270191,109078,120,White / Black,1350 RPM,53 CFM,22.5 dB,Yes
270192,109079,140,Black,500 - 1400 RPM,60.68 CFM,26.5 dB,Yes
270193,109080,120,Black / White,1400 RPM,52 CFM,26 dB,No
270194,109081,92,Black / Multicolor,600 - 2500 RPM,33.84 CFM,23.6 dB,Yes
270195,109082,92,Brown,400 - 2000 RPM,36.84 - 46.44 CFM,16.3 - 22.8 dB,Yes
270196,109083,120,Black / White,800 - 1725 RPM,54.4 CFM,18 - 30 dB,Yes
270197,109084,120,White / Black,500 - 2000 RPM,20.68 - 85.71 CFM,14.8 - 32.7 dB,Yes
270198,109085,140,Black,1200 RPM,118.2 CFM,26.5 dB,No
270199,109086,120,Gray,300 - 1300 RPM,54.32 CFM,19.8 dB,Yes
270200,109087,200,Brown,350 - 800 RPM,59.33 - 86.46 CFM,10.7 - 18.1 dB,Yes
270201,109088,140,Black / White,400 - 1200 RPM,55.4 CFM,20.4 dB,Yes
270202,109089,120,Black,500 - 2000 RPM,18.28 - 73.11 CFM,21 - 36 dB,Yes
270203,109090,120,Black / Blue,1000 - 1500 RPM,40.6 CFM,18.7 - 24.6 dB,No
270204,109091,120,Black / Red,400 - 2400 RPM,12 - 75 CFM,16 - 37 dB,Yes
270205,109092,120,Black,600 - 1350 RPM,74 CFM,,Yes
270206,109093,92,Black / Multicolor,400 - 2000 RPM,46.44 CFM,22.8 dB,Yes
270207,109094,120,Black,500 - 1800 RPM,53.3 CFM,25 dB,Yes
270208,109095,140,Black,500 - 1200 RPM,64.13 CFM,19.8 - 24 dB,No
270209,109096,120,Black,1450 RPM,50.5 CFM,16.4 dB,No
270210,109097,120,White / Black,300 - 1350 RPM,53 CFM,,Yes
270211,109098,140,Black,,34.48 - 103.43 CFM,21 - 35 dB,Yes
270212,109099,140,Black / White,400 - 2000 RPM,20 - 97 CFM,16 - 37 dB,Yes
270213,109100,120,Black / White,800 - 2050 RPM,57.2 CFM,,Yes
270214,109101,120,Black,500 - 1800 RPM,50 CFM,27 dB,Yes
270215,109102,140,Black,1150 RPM,62 CFM,26 dB,No
270216,109103,140,Black / Gray,350 - 1200 RPM,64.92 CFM,19.6 dB,Yes
270217,109104,120,Black,1300 RPM,44.71 CFM,26 dB,No
270218,109105,120,Black,950 RPM,40 CFM,19 dB,No
270219,109106,200,Black / Multicolor,350 - 800 RPM,86.46 CFM,18.1 dB,Yes
270220,109107,120,Black,600 - 2000 RPM,21.2 - 76.8 CFM,13 - 32 dB,Yes
270221,109108,120,Black / White,1000 - 1500 RPM,40.6 CFM,18.7 - 24.6 dB,No
270222,109109,140,Brown / Black,500 - 2000 RPM,107.41 CFM,31.5 dB,Yes
270223,109110,140,Black,500 - 1400 RPM,70.32 CFM,30.4 dB,Yes
270224,109111,120,Black,600 - 1500 RPM,43.54 CFM,26 dB,Yes
270225,109112,120,Black,650 - 2000 RPM,59 CFM,8 - 30 dB,No
270226,109113,200,,800 RPM,90 CFM,28 dB,No
270227,109114,120,Black,1200 RPM,38.2 CFM,22 dB,No
270228,109115,120,Brown / Black,450 - 2000 RPM,71.69 CFM,29.7 dB,Yes
270229,109116,120,Black,1800 RPM,61.4 CFM,31.7 dB,Yes
270230,109117,120,Black,2000 RPM,74.48 CFM,29.28 dB,No
270231,109118,120,White / Black,800 RPM,37 CFM,,No
270232,109119,140,Brown,900 - 1200 RPM,,13.8 - 19.2 dB,Yes
270233,109120,80,White / Black,850 - 2000 RPM,31 CFM,,Yes
270234,109121,120,White / Black,1200 RPM,52.3 CFM,19.4 dB,No
270235,109122,140,Black,1200 RPM,66.4 CFM,25.5 dB,No
270236,109123,120,Black,1200 RPM,32 CFM,25 dB,No
270237,109124,120,Black / White,500 - 2200 RPM,77 CFM,33.5 dB,Yes
270238,109125,120,White / Black,1400 RPM,52 CFM,26 dB,Yes
270239,109126,140,Black,500 - 1500 RPM,23.9 - 71.6 CFM,22 - 33 dB,Yes
270240,109127,140,Black,1000 RPM,68.4 CFM,18.9 dB,No
270241,109128,140,Black / White,1200 RPM,82.1 CFM,19 dB,No
270242,109129,120,Black,,40.99 CFM,19.5 dB,No
270243,109130,80,White / Black,2000 RPM,31 CFM,,No
270244,109131,120,Black,2000 RPM,45.03 CFM,32.6 dB,Yes
270245,109132,140,Black / White,600 - 1350 RPM,74 CFM,18 - 28.6 dB,Yes
270246,109133,120,Black,1350 RPM,57.67 CFM,24.7 dB,No
270247,109134,140,Black / Red,400 - 2000 RPM,20 - 97 CFM,16 - 37 dB,Yes
270248,109135,92,Black / Gray,350 - 1600 RPM,37.85 CFM,17.6 dB,Yes
270249,109136,120,Black / White,500 - 1800 RPM,53.3 CFM,25 dB,Yes
270250,109137,140,Black,1000 RPM,59.5 CFM,15.5 dB,No
270251,109138,120,Black,1500 RPM,35.2 CFM,24.7 dB,No
270252,109139,120,Black / White,1500 RPM,57.67 CFM,24.7 dB,No
270253,109140,80,Black,450 - 1900 RPM,33.15 CFM,19.2 dB,Yes
270254,109141,120,Black / White,200 - 1800 RPM,69 CFM,24.4 dB,Yes
270255,109142,40,Brown,1200 - 5000 RPM,4.89 - 5.53 CFM,12.2 - 14.9 dB,Yes
270256,109143,120,Brown / Black,2000 RPM,71.69 CFM,29.7 dB,No
270257,109144,120,Black / White,1400 RPM,52 CFM,26 dB,No
270258,109145,140,Black,1150 RPM,67.8 CFM,24 dB,No
270259,109146,80,Black,,21.8 CFM,20 dB,No
270260,109147,40,Brown,3700 - 4500 RPM,3.88 - 4.83 CFM,12.9 - 17.89 dB,No
270261,109148,200,Black,500 - 1000 RPM,117.96 CFM,29.2 dB,Yes
270262,109149,120,Black / White,200 - 1000 RPM,44 CFM,5 - 19 dB,Yes
270263,109150,120,Black,1200 RPM,41.8 CFM,24.8 dB,No
270264,109151,120,Black,650 - 1100 RPM,48.8 CFM,6 - 20 dB,Yes
270265,109152,120,Black / Blue,400 - 2400 RPM,12 - 75 CFM,16 - 37 dB,Yes
270266,109153,120,Black,500 - 1500 RPM,56.45 CFM,25.8 dB,Yes
270267,109154,120,Black,300 - 1500 RPM,24.53 - 68.27 CFM,12 - 23 dB,Yes
270268,109155,120,Black,1200 RPM,44.73 CFM,19.1 dB,No
270269,109156,140,Black,500 - 1400 RPM,63.19 CFM,27.2 dB,Yes
270270,109157,120,Black / Gray,1200 RPM,59.1 CFM,18.1 dB,No
270271,109158,120,Black,800 - 1800 RPM,41.2 CFM,27.8 dB,No
270272,109159,120,Black,1800 RPM,56.3 CFM,,No
270273,109160,120,Black / Clear,500 - 1600 RPM,53.08 CFM,14.7 - 28.3 dB,Yes
270274,109161,140,Black,500 - 1600 RPM,68.09 CFM,25.3 dB,Yes
270275,109162,120,Black,500 - 1800 RPM,50 CFM,27 dB,Yes
270276,109163,120,Black,650 - 1900 RPM,48.8 - 84.5 CFM,6 - 36 dB,Yes
270277,109164,80,Black,750 - 1900 RPM,26.3 CFM,18.2 dB,No
270278,109165,120,Black,1400 RPM,83.4 CFM,25.3 dB,No
270279,109166,120,Black,2350 RPM,62.74 CFM,35 dB,No
270280,109167,120,Black,1200 RPM,60.4 CFM,17.7 dB,No
270281,109168,140,Black / White,600 - 1350 RPM,74 CFM,18 - 28.6 dB,Yes
270282,109169,140,Black / White,1000 RPM,68.4 CFM,18.89 dB,No
270283,109170,80,Black,2000 RPM,23.96 CFM,22.3 dB,No
270284,109171,120,White / Black,500 - 2000 RPM,20.68 - 85.71 CFM,14.8 - 32.7 dB,Yes
270285,109172,120,Black,2200 RPM,73.33 CFM,28.6 dB,No
270286,109173,120,Black,1500 RPM,47 CFM,26.5 dB,No
270287,109174,120,Black / White,500 - 2000 RPM,87.6 CFM,32.2 dB,Yes
270288,109175,140,Black / White,500 - 1700 RPM,31.67 - 103.85 CFM,15.1 - 34.1 dB,Yes
270289,109176,120,White,1200 RPM,40.6 CFM,15 dB,No
270290,109177,140,Black,500 - 1800 RPM,27.27 - 98.17 CFM,21 - 38 dB,Yes
270291,109178,120,Black / Red,1000 - 1500 RPM,40.6 CFM,18.7 - 24.6 dB,No
270292,109179,120,Silver / Black,400 - 1500 RPM,37.1 CFM,26 dB,Yes
270293,109180,140,Brown / Black,2000 RPM,107.42 CFM,31.5 dB,No
270294,109181,120,Black,1500 RPM,52.19 CFM,25.2 dB,No
270295,109182,140,Black / White,1800 RPM,104 CFM,25.3 dB,No
270296,109183,120,Black / White,500 - 1500 RPM,56.5 CFM,17.8 - 27 dB,No
270297,109184,92,Black,500 - 1900 RPM,33.15 CFM,19.6 dB,Yes
270298,109185,120,Black,200 - 1300 RPM,9.8 - 74.25 CFM,3 - 26.5 dB,Yes
270299,109186,140,White / Black,220 - 800 RPM,46 CFM,27.2 dB,No
270300,109187,140,Brown,900 - 1200 RPM,52.2 - 68 CFM,13.8 - 19.2 dB,No
270301,109188,140,Black / Gray,1000 RPM,67.43 CFM,,No
270302,109189,140,Black,200 - 1700 RPM,72.8 CFM,22.5 dB,Yes
270303,109190,120,Black,1000 RPM,38.89 CFM,17.78 dB,No
270304,109191,120,Black,500 - 1500 RPM,56.5 CFM,17.8 - 27 dB,Yes
270305,109192,140,Black,1150 RPM,62 CFM,26 dB,No
270306,109193,120,Black,200 - 1800 RPM,56.3 CFM,,Yes
270307,109194,200,Black,500 - 1000 RPM,123.53 CFM,28 dB,Yes
270308,109195,140,Black / White,1350 RPM,74 CFM,,Yes
270309,109196,200,Black,,129.63 CFM,28.2 dB,No
270310,109197,140,Black,1500 RPM,78.09 CFM,30.1 dB,Yes
270311,109198,120,Clear,1000 RPM,40.99 CFM,19.5 dB,No
270312,109199,120,Black,2000 RPM,45.03 CFM,32.6 dB,Yes
270313,109200,140,Black / White,1150 RPM,62 CFM,26 dB,No
270314,109201,120,White / Black,900 RPM,38.5 - 65 CFM,15.9 dB,Yes
270315,109202,140,White / Black,500 - 1700 RPM,31.67 - 103.85 CFM,15.1 - 34.1 dB,Yes
270316,109203,120,Translucent Gray,2000 RPM,69.69 CFM,19 dB,No
270317,109204,120,Red,1200 - 1600 RPM,72.67 CFM,29.1 dB,No
270318,109205,120,Black / Red,1650 RPM,57.24 CFM,26.4 dB,No
270319,109206,120,Blue,2000 RPM,74.48 CFM,29.28 dB,No
270320,109207,120,Black,5500 RPM,252.85 CFM,66.5 dB,No
270321,109208,140,Black,500 - 800 RPM,53 CFM,6 - 20 dB,No
270322,109209,120,Black,1050 RPM,24.1 CFM,,No
270323,109210,120,Black,4000 RPM,190 CFM,59 dB,No
270324,109211,120,Black,1100 RPM,39.88 CFM,21 dB,No
270325,109212,120,Black,900 - 1500 RPM,48.31 CFM,28.2 dB,Yes
270326,109213,120,Clear,1800 - 2000 RPM,69.15 CFM,39.29 dB,No
270327,109214,120,White,500 - 2000 RPM,58 - 64 CFM,18 - 35 dB,Yes
270328,109215,140,White / Black,1000 RPM,68.4 CFM,18.9 dB,No
270329,109216,120,Black,500 - 2200 RPM,56 CFM,37.9 dB,Yes
270330,109217,120,Black / Red,200 - 1800 RPM,69 CFM,24.4 dB,Yes
270331,109218,120,Black,1100 RPM,38.5 CFM,15.7 dB,No
270332,109219,120,Black / Gray,700 RPM,33.49 CFM,6.8 dB,No
270333,109220,120,White / Black,1350 RPM,57 CFM,,No
270334,109221,140,Black,1200 RPM,82.1 CFM,19 dB,No
270335,109222,120,Black / White,1300 RPM,43.2 CFM,25.88 dB,No
270336,109223,120,Black,1450 RPM,37.85 CFM,23 dB,No
270337,109224,120,White / Black,200 - 2100 RPM,67.56 CFM,,Yes
270338,109225,120,Brown,600 - 800 RPM,,6.7 - 8.6 dB,No
270339,109226,120,Black / White,1400 RPM,52 CFM,26 dB,No
270340,109227,120,Black / Blue,1500 RPM,52.19 CFM,25.2 dB,No
270341,109228,120,Black,500 - 1500 RPM,47.53 CFM,22 dB,No
270342,109229,120,Brown,1350 - 2000 RPM,37.96 - 60.09 CFM,14.2 - 22.6 dB,No
270343,109230,120,Black,1100 RPM,39.88 CFM,21 dB,No
270344,109231,80,Black / Gray,1200 RPM,21.07 CFM,9.1 dB,No
270345,109232,120,White / Black,1400 RPM,52 CFM,26 dB,Yes
270346,109233,120,Black,1000 - 1500 RPM,40.6 CFM,26.4 dB,No
270347,109234,140,Black,1000 RPM,68.4 CFM,18.89 dB,No
270348,109235,120,Black,1500 RPM,57.67 CFM,24.7 dB,No
270349,109236,120,White,1200 RPM,52.3 CFM,19.4 dB,No
270350,109237,80,Black,2000 RPM,28.89 CFM,20.9 dB,No
270351,109238,200,Clear,700 RPM,110 CFM,19 dB,No
270352,109239,120,Black,600 - 1500 RPM,43.54 CFM,26 dB,Yes
270353,109240,140,Black / Gray,450 - 1500 RPM,78.69 CFM,25.8 dB,Yes
270354,109241,140,Black,650 - 2800 RPM,46.2 - 82.2 CFM,6 - 36 dB,Yes
270355,109242,120,Black,2000 RPM,45.03 CFM,32.6 dB,Yes
270356,109243,120,Black,1350 RPM,57.67 CFM,24.7 dB,Yes
270357,109244,140,Black / White,600 - 1200 RPM,40.9 - 85.19 CFM,19 dB,Yes
270358,109245,120,Black,1300 RPM,54.4 CFM,24.2 dB,No
270359,109246,120,Black,1900 RPM,110.31 CFM,37 dB,No
270360,109247,120,Black / Red,500 - 1800 RPM,19.79 - 71.27 CFM,17.2 - 33.6 dB,Yes
270361,109248,92,White / Black,1800 RPM,43 CFM,,No
270362,109249,120,Black,1350 RPM,57.67 CFM,24.7 dB,No
270363,109250,120,Black,800 - 1500 RPM,70.5 CFM,17.89 dB,No
270364,109251,120,Black,500 - 2400 RPM,74.81 CFM,16 - 39.9 dB,Yes
270365,109252,120,Clear,1200 RPM,41.9 CFM,23.2 dB,No
270366,109253,200,Black,700 RPM,110 CFM,19 dB,No
270367,109254,120,Black / White,600 - 2200 RPM,83 CFM,13 - 37 dB,Yes
270368,109255,140,Black / White,1150 RPM,62 CFM,26 dB,No
270369,109256,140,Black,1200 RPM,66.4 CFM,25.5 dB,No
270370,109257,200,Black,500 - 1000 RPM,117.96 CFM,29.2 dB,Yes
270371,109258,80,Black / White,2000 RPM,31 CFM,22.5 dB,Yes
270372,109259,140,Black / White,1000 - 1400 RPM,51.15 CFM,22.1 - 28.1 dB,No
270373,109260,140,Black,500 - 1500 RPM,23.9 - 71.6 CFM,22 - 33 dB,Yes
270374,109261,120,Black,500 - 1500 RPM,21.01 - 63.02 CFM,22 - 31 dB,Yes
270375,109262,92,White / Black,1800 RPM,43 CFM,,No
270376,109263,140,Black,1200 RPM,66.4 CFM,25.5 dB,No
270377,109264,140,Black,1100 - 1400 RPM,51.15 CFM,19 - 28.1 dB,Yes
270378,109265,140,Black / White,500 - 1600 RPM,68.09 CFM,17 - 25.3 dB,Yes
270379,109266,120,Black,650 - 2000 RPM,35 - 62 CFM,5.5 - 22 dB,Yes
270380,109267,120,Black,650 - 2000 RPM,59 CFM,8 - 30 dB,Yes
270381,109268,120,Black,1200 RPM,44 CFM,22.5 dB,No
270382,109269,120,Brown,950 - 1850 RPM,27.37 - 55.44 CFM,10.2 - 23.9 dB,No
270383,109270,80,Brown,1200 - 2000 RPM,17 - 29.67 CFM,7.9 - 16.1 dB,No
270384,109271,120,Black / White,330 - 1600 RPM,49 CFM,10 - 25 dB,Yes
270385,109272,120,Black / White,1500 RPM,57.67 CFM,24.7 dB,No
270386,109273,140,White / Black,1100 RPM,49.8 - 85 CFM,14.7 dB,No
