mouse_id,product_id,tracking_method,connection_type,maximum_dpi,hand_orientation,color
335101,134457,Optical,Wired,16000,Right,Black / Green
335102,134458,Optical,Wired,16000,Right,Black
335103,134459,Optical,Wired,12000,Right,Black
335104,134460,Optical,Wired,6000,Right,Black
335105,134461,Optical,Wireless,16000,Both,Black
335106,134462,Optical,Wireless,16000,Right,Black
335107,134463,Optical,Wired,6000,Right,Black
335108,134464,Optical,Wireless,20000,Right,Black
335109,134465,Optical,Wired,12000,Right,Black
335110,134466,Optical,Wired,12000,Right,Black
335111,134467,Optical,Wired,4000,Right,Black
335112,134468,Optical,Wired,6400,Right,Black / Orange
335113,134469,Optical,Wired,16000,Right,Black
335114,134470,Optical,Wired,12000,Right,Black
335115,134471,Optical,Wired,12000,Right,White
335116,134472,Optical,Wireless,12000,Right,Black
335117,134473,Optical,Wired,17997,Right,Black
335118,134474,Optical,Wired,10000,Right,Black / Multicolor
335119,134475,Optical,Wired,16000,Right,Black
335120,134476,Optical,Wired,12000,Right,Black
335121,134477,Optical,Wired,3200,Right,Blue
335122,134478,Optical,Wired,17995,Right,White
335123,134479,Optical,Wireless,18000,Right,Black
335124,134480,Optical,Wireless,16000,Right,Black
335125,134481,Trackball,Wireless,,Right,Black / Silver
335126,134482,Optical,Wired,7200,Right,Black
335127,134483,Optical,Wired,16000,Right,Black
335128,134484,Optical,Wireless,20000,Right,Black
335129,134485,Optical,Wireless,16000,Right,Black
335130,134486,Optical,Wired,10000,Right,Black
335131,134487,Optical,Wired,18000,Right,Black
335132,134488,Optical,Wired,16000,Both,Black / Green
335133,134489,Optical,Wired,12000,Right,Black
335134,134490,Laser,Wireless,4000,Right,Black
335135,134491,Optical,Wired,12000,Right,Black
335136,134492,Laser,Wireless,4000,Right,Black
335137,134493,Optical,Wireless,12000,Both,Black / Blue
335138,134494,Optical,Wireless,12000,Right,Black
335139,134495,Laser,Wireless,8200,Right,Black
335140,134496,Optical,Wired,2000,Right,Black / Red
335141,134497,Optical,Wireless,12000,Both,Black
335142,134498,Optical,Wireless,10000,Right,Black
335143,134499,Optical,Wireless,2500,Right,Black / Silver
335144,134500,Optical,Wired,16000,Right,Black / Green
335145,134501,Optical,Wired,12000,Right,Black
335146,134502,Optical,Wired,18000,Right,Black
335147,134503,Optical,Wired,12000,Right,Black
335148,134504,Optical,Wired,800,,Black
335149,134505,Optical,Wired,16000,Right,Black
335150,134506,Laser,Wired,8200,Right,Black
335151,134507,Laser,Wired,1800,Right,Black
335152,134508,Optical,Wired,12000,Right,Black / Orange
335153,134509,Optical,Wired,16000,Right,Black
335154,134510,Optical,Wireless,12000,Right,Black
335155,134511,Optical,Wired,16000,Right,Black
335156,134512,Optical,Wireless,16000,Both,Black
335157,134513,Optical,Wireless,16000,Right,Black / Green
335158,134514,Optical,Wired,10000,Right,Black
335159,134515,Optical,Wired,12000,Right,Black
335160,134516,Optical,Wired,12400,Both,Black
335161,134517,Optical,Wired,18000,Right,Black
335162,134518,Optical,Wired,12000,Both,Black
335163,134519,Optical,Wired,12000,Right,White
335164,134520,Optical,Wireless,16000,Right,Black
335165,134521,Optical,Wired,7200,Right,Black
335166,134522,Optical,Wireless,,Both,Black
335167,134523,Optical,Wired,12000,Right,White
335168,134524,Laser,Wired,16000,Right,Black
335169,134525,Optical,Wireless,12000,Right,White
335170,134526,Optical,Wired,12000,Right,Black
335171,134527,Laser,Wireless,16000,Right,Black
335172,134528,Laser,Wired,16000,Right,Black
335173,134529,Optical,Wired,16000,Both,Black / Green
335174,134530,Optical,Wired,16000,Right,Black / Yellow
335175,134531,Optical,Wireless,16000,Right,Black
335176,134532,Optical,Wired,16000,Right,Black / Blue
335177,134533,Optical,Wired,16000,Both,White / Gray
335178,134534,Optical,Wired,12000,Right,Black / Blue
335179,134535,Laser,Wired,16400,Right,Black / Red
335180,134536,Optical,Wireless,16000,Right,Black
335181,134537,Optical,Wireless,4000,Right,Black / Silver
335182,134538,Optical,Wired,24000,Right,Black
335183,134539,Optical,Wired,2000,Right,Black
335184,134540,Optical,Wired,6000,Right,White
335185,134541,Laser,Bluetooth Wireless,1600,Right,Brown / Black
335186,134542,Optical,Wired,1000,Both,Black
335187,134543,Optical,Wired,2500,Both,Black / Blue
335188,134544,Laser,Wireless,6400,Right,Black
335189,134545,Laser,Wired,24000,Right,Black
335190,134546,Optical,Wireless,12000,Right,Black
335191,134547,Optical,Wired,16000,Right,Black
335192,134548,Optical,Wired,3200,Right,Black
335193,134549,Optical,Wired,3200,Right,Black
335194,134550,Optical,Wired,3500,Right,Black
335195,134551,Optical,Wired,16000,Right,Black
335196,134552,Optical,Wired,5000,Right,Black
335197,134553,Optical,Wired,1600,Right,Black / Red
335198,134554,Optical,Wired,6400,Right,Black
335199,134555,Optical,Wired,16000,Right,Black
335200,134556,Optical,Wired,16000,Right,Pink
335201,134557,Optical,Wired,,Both,Black
335202,134558,Laser,Wireless,8200,Right,Black
335203,134559,Optical,Wired,18000,Right,Black
335204,134560,Laser,Wired,16400,Right,Black / Red
335205,134561,Laser,Wireless,,Right,Black
335206,134562,Trackball,Wireless,,Right,Black
335207,134563,Optical,Wired,16000,Right,White
335208,134564,Laser,Wireless,,Right,Black
335209,134565,Optical,Wireless,12000,Right,Black
335210,134566,Optical,Wired,16000,Right,Black
335211,134567,Trackball,Wired,,Both,Gray
335212,134568,Laser,Wireless,4000,Right,White
335213,134569,Optical,Wired,16000,Right,Black
335214,134570,Optical,Wired,3200,Both,Black / Yellow
335215,134571,Optical,Wired,16000,Right,Black
335216,134572,Optical,Wired,1000,Both,Black
335217,134573,Optical,Wired,12400,Both,White / Gray
335218,134574,Laser,Wired,8200,Right,Black / Green
335219,134575,Laser,Wireless,4000,Right,Silver
335220,134576,Optical,Wireless,1000,Right,Black
335221,134577,Optical,Wired,18000,Right,Black
335222,134578,Laser,Wired,5700,Right,Black
335223,134579,Optical,Wired,6200,Right,Silver
335224,134580,Laser,Wired,8200,Right,Black / Blue
335225,134581,Optical,Wired,6400,Right,Black
335226,134582,Laser,Wired,2000,Right,Black
335227,134583,Optical,Wired,12000,Right,Black
335228,134584,Laser,Wired,8200,Right,Black / Silver
335229,134585,Laser,Bluetooth Wireless,,,White
335230,134586,Optical,Wireless,16000,Right,Black / Green
335231,134587,Optical,Wired,12000,Right,Black
335232,134588,Laser,Wired,8200,Both,Black
335233,134589,Optical,Wired,7200,Both,Black
335234,134590,Optical,Wired,16000,Right,Black
335235,134591,Optical,Wired,16000,Right,Black
335236,134592,Optical,Wired,3200,Right,Black
335237,134593,Optical,Wired,7200,Right,Black
335238,134594,Optical,Wired,6400,Right,Black
335239,134595,Optical,Wired,1000,,Black
335240,134596,Laser,Wired,16400,Right,Black
335241,134597,Optical,Wired,12000,Right,White
335242,134598,Optical,Wireless,12000,Right,White
335243,134599,Optical,Wired,,Both,Black
335244,134600,Optical,Wired,2000,Right,Black
335245,134601,Optical,Wired,6000,Right,Black
335246,134602,Optical,Wireless,16000,Both,Black
335247,134603,Optical,Wireless,7200,Right,Black
335248,134604,Optical,Bluetooth Wireless,1000,Right,Black
335249,134605,Optical,Wired,4000,Right,Black / Blue
335250,134606,Optical,Wired,16000,Right,Black
335251,134607,Optical,Wired,16000,Right,Black
335252,134608,Laser,Wireless,16000,Both,Black / Green
335253,134609,Laser,Wired,16400,Right,Black / Red
335254,134610,Optical,Wired,6500,Right,Black
335255,134611,Optical,Wired,10800,Right,Black
335256,134612,Optical,Wired,12000,Right,White
335257,134613,Laser,Wired,8200,Both,Black
335258,134614,Optical,Wireless,4000,Right,Gray / Silver
335259,134615,Optical,Wired,12000,Right,Black
335260,134616,Optical,Wireless,7200,Right,White
335261,134617,Optical,Wireless,,Both,Gray
335262,134618,Optical,Wired,1600,Right,White
335263,134619,Optical,Wired,16000,Both,Pink
335264,134620,Optical,Wireless,,Both,Gray
335265,134621,Optical,Wired,1000,Both,Silver / Black
335266,134622,Laser,Wired,1000,Right,Black
335267,134623,Laser,Wired,16000,Right,Black / Green
335268,134624,Optical,Wired,3000,Right,Black
335269,134625,Touchpad,Wireless,,Both,Silver
335270,134626,Optical,Wired,7200,Right,Black
335271,134627,Optical,Wired,4000,Right,Black / Orange
335272,134628,Optical,Wired,4000,Right,White
335273,134629,Optical,Wired,12000,Right,Red
335274,134630,Laser,Wireless,8200,Both,Black
335275,134631,Optical,Wired,16000,Right,Black / White
335276,134632,Optical,Wired,2300,Both,Black / Yellow
335277,134633,Laser,Wired,2400,,Black / Silver
335278,134634,Laser,Wireless,8200,Right,Multicolor
335279,134635,Optical,Wired,12000,Right,Black
335280,134636,Optical,Wired,3200,Right,Black
335281,134637,Optical,Wired,8000,Both,Black / Red
335282,134638,Optical,Wireless,440,Right,Black
335283,134639,Optical,Wireless,16000,Right,Black
335284,134640,Laser,Wired,5700,Right,Black / Silver
335285,134641,Optical,Wired,1600,Right,Black
335286,134642,Optical,Wired,16000,Both,Gray
335287,134643,Optical,Wired,3500,Both,Black
335288,134644,Optical,Wired,7200,Both,Black
335289,134645,Laser,Wireless,1600,Right,Black / Gold
335290,134646,Laser,Wireless,5700,Right,Black
335291,134647,Optical,Wired,5000,Right,Black / Silver
335292,134648,Optical,Wired,3200,Right,Black
335293,134649,Optical,Wired,6400,Right,Black / Red
335294,134650,Laser,Wired,,Both,Black / Orange
335295,134651,Optical,Wired,3000,Right,Multicolor
335296,134652,Laser,Wired,,Both,Black
335297,134653,Optical,Wired,12000,Right,Black
335298,134654,Optical,Wired,2000,Both,Black
335299,134655,Laser,Wired,3500,Left,Black
335300,134656,Optical,Wired,3200,Right,Black / Gold
335301,134657,Laser,Wired,6400,Right,Black
335302,134658,Optical,Wired,2500,Both,Black / Red
335303,134659,Laser,Wired,16400,Right,Black / Red
335304,134660,Laser,Wired,5000,Both,Black
335305,134661,Laser,Wired,1000,Right,Black / Silver
335306,134662,Laser,Wired,3500,Both,Black / Red
335307,134663,Optical,Wired,5000,Both,Black
335308,134664,Optical,Wired,800,Both,Black
335309,134665,Optical,Wired,16000,Right,White
335310,134666,Optical,Wired,16000,Right,Black
335311,134667,Optical,Wired,3500,Both,Black
335312,134668,Optical,Wireless,,Both,Red
335313,134669,Laser,Wired,16000,Both,Black
335314,134670,Optical,Wired,800,Both,Black
335315,134671,Optical,Wired,4000,Right,Black
335316,134672,Optical,Wired,16000,Right,White
335317,134673,Laser,Wired,8200,Right,Black
335318,134674,Laser,Wired,8200,Right,Black / Silver
335319,134675,Optical,Wired,3500,Right,Black
335320,134676,Laser,Wired,5600,Right,Red / Black
335321,134677,Optical,Wired,3200,Both,Black / Red
335322,134678,Optical,Wireless,440,Right,Black
335323,134679,Optical,Wired,12000,Right,Gray
335324,134680,Optical,Wired,2400,Right,Black / Red
335325,134681,Optical,Wired,2400,Right,Black
335326,134682,Optical,Wired,7000,Both,Black
335327,134683,Optical,Wired,1600,Right,Black
335328,134684,Optical,Wired,,Right,Black / Red
335329,134685,Optical,Wired,3200,Right,Black / Red
335330,134686,Laser,Wired,,Right,Black
335331,134687,Laser,Wireless,,Both,Silver
335332,134688,Optical,Wireless,1000,Both,Silver
335333,134689,Laser,Wired,12000,Right,Black / Blue
335334,134690,Optical,Wired,9200,Right,Black
335335,134691,Laser,Wired,8200,Right,Black
335336,134692,Laser,Wired,8200,Right,Black
335337,134693,Laser,Wired,5600,,Black
335338,134694,Optical,Wireless,10000,Right,Black / Blue
335339,134695,Optical,Wired,1000,Right,Black
335340,134696,Optical,Wired,6200,Both,Black
335341,134697,Laser,Wired,5600,Right,Black
335342,134698,Laser,Wired,1000,Both,Black
335343,134699,Optical,Wireless,7200,Right,White / Black
335344,134700,Optical,Wired,3200,Right,Black
335345,134701,Laser,Wireless,1000,Right,Black
335346,134702,Laser,Wired,8200,Right,Black
335347,134703,Laser,Wired,5040,Right,Black / Silver
335348,134704,Optical,Wired,3600,Right,Black
335349,134705,Laser,Wired,8200,Right,Black
335350,134706,Optical,Wired,800,Both,White
335351,134707,Optical,Wired,3200,Right,Black
335352,134708,Optical,Wired,5000,Right,Black / Red
335353,134709,Laser,Wired,8200,Both,Black / White
335354,134710,Laser,Wired,8200,Right,Black
335355,134711,Laser,Wired,5700,Right,Multicolor
335356,134712,Optical,Wired,3200,Both,Black
335357,134713,Optical,Wireless,,Both,Gray
335358,134714,Laser,Wireless,,Both,Black
335359,134715,Laser,Wired,8200,Both,Black / Red
335360,134716,Optical,Wired,4000,Right,Black
335361,134717,Laser,Wired,5700,Both,Black
335362,134718,Optical,Wired,1000,Both,Black
335363,134719,Optical,Wired,12000,,Black
335364,134720,Optical,Wired,12000,Right,Black
335365,134721,Optical,Wired,9200,Right,Black / Red
335366,134722,Optical,Wired,5000,Right,Black
335367,134723,Optical,Wired,12000,Right,Black
335368,134724,Optical,Wired,4000,Right,Black / Red
335369,134725,Optical,Bluetooth Wireless,,Right,Black / Blue
335370,134726,Laser,Wireless,,Right,Black / Blue
335371,134727,Laser,Wired,16400,Right,Black / Red
335372,134728,Optical,Wireless,1000,Both,Black
335373,134729,Optical,Wired,1800,Right,Black / Silver
335374,134730,Touchpad,Bluetooth Wireless,,Both,Silver
335375,134731,Optical,Wired,,Both,Black
335376,134732,Optical,Wired,3200,Both,Black
335377,134733,Optical,Wireless,1200,Both,Blue / Black
335378,134734,Laser,Wired,8200,Right,White / Black
335379,134735,Optical,Wired,12000,Right,Black
335380,134736,Optical,Wired,3200,Right,Black / Gold
335381,134737,Optical,Wired,,Right,Black
335382,134738,Laser,Wireless,1000,Both,Black
335383,134739,Optical,Wired,2000,Both,Black
335384,134740,Trackball,Wired,,Both,Black
335385,134741,Optical,Wired,1000,Both,Black
335386,134742,Optical,Wired,4000,Right,Black
335387,134743,Optical,Wired,3200,Right,Black
335388,134744,Optical,Wired,5000,Right,Black
335389,134745,Optical,Wired,4000,Right,Black
335390,134746,Optical,Wired,,Right,Black
335391,134747,Optical,Wired,2000,Right,Black
335392,134748,Laser,Wired,8200,Right,Black / Silver
335393,134749,Laser,Wireless,4000,Right,Black
335394,134750,Optical,Wired,2400,Right,Black / Blue
335395,134751,Laser,Wired,8200,Right,Black
335396,134752,Optical,Bluetooth Wireless,,Right,Gray
335397,134753,Optical,Wired,12000,Right,Black / Silver
335398,134754,Optical,Wired,4000,Right,Black / Purple
335399,134755,Laser,Wired,5600,Right,Black
335400,134756,Optical,Wired,5000,Right,Black
335401,134757,Optical,Wired,3000,Right,Black
335402,134758,Optical,Wired,800,Both,Black
335403,134759,Optical,Wired,10000,Right,Black
335404,134760,Optical,Wired,4000,Right,Gold
335405,134761,Optical,Wireless,1000,Both,Black
335406,134762,Optical,Wired,3500,Right,Black
335407,134763,Optical,Wired,3200,Right,Black / Red
335408,134764,Optical,Wireless,,Both,Black / Gray
335409,134765,Optical,Wired,6500,Right,Orange / White
335410,134766,Optical,Wireless,1000,Both,Blue
335411,134767,Optical,Wired,7000,Right,Black / Blue
335412,134768,Optical,Wired,12000,Right,Black
335413,134769,Laser,Wireless,3200,Right,Black / Silver
335414,134770,Optical,Wireless,,Both,Black / Gray
335415,134771,Laser,Bluetooth Wireless,6400,Right,White
335416,134772,Laser,Wireless,,Both,Black
335417,134773,Optical,Wireless,1000,Right,Blue / Black
335418,134774,Optical,Wired,5000,Right,Black
335419,134775,Laser,Wireless,4000,Right,Blue
335420,134776,Optical,Wired,6500,Right,Silver
335421,134777,Optical,Wired,3000,Right,Black / Blue
335422,134778,Optical,Wired,3200,Right,Black / Red
335423,134779,Optical,Wired,16000,Right,Black / Orange
335424,134780,Laser,Wired,8200,Right,White
335425,134781,Laser,Wireless,5600,,Black
335426,134782,Laser,Wireless,,Both,Pink
335427,134783,Optical,Wired,800,Both,Black
335428,134784,Optical,Wired,,,Black
335429,134785,Optical,Wired,3200,Right,Black
335430,134786,Optical,Wired,3200,Right,Black
335431,134787,Optical,Wired,1600,Right,Black
335432,134788,Optical,Wired,800,,Black
335433,134789,Optical,Wired,12000,Right,Black / Red
335434,134790,Optical,Wireless,1600,Right,Black
335435,134791,Laser,Wired,8200,Right,Black
335436,134792,Laser,Wired,5600,Right,Black / Green
335437,134793,Laser,Wireless,,Right,Black
335438,134794,Laser,Wired,5600,,Black
335439,134795,Optical,Wired,12000,Right,White / Blue/Red
335440,134796,Optical,Wired,7200,Right,Black
335441,134797,Laser,Bluetooth Wireless,,Both,Black
335442,134798,Optical,Wireless,12000,Right,Black
335443,134799,Optical,Wired,7200,Both,Blue / Pink
335444,134800,Optical,Bluetooth Wireless,,Both,Gray
335445,134801,Optical,Wired,,Right,Black
335446,134802,Optical,Wireless,3000,Both,Black
335447,134803,Optical,Wired,1000,Both,Black
335448,134804,Laser,Wired,8200,Right,Black
335449,134805,Optical,Wired,5000,Right,Black / Orange
335450,134806,Optical,Wired,12000,Right,Silver
335451,134807,Optical,Wired,4000,Both,Black
335452,134808,Laser,Wired,8200,Right,Black
335453,134809,Laser,Wired,5040,Right,Black / Silver
335454,134810,Optical,Wired,800,Both,Black / Silver
335455,134811,Optical,Wired,4000,Right,Black / Orange
335456,134812,Optical,Wireless,2400,Left,Black
335457,134813,Laser,Wired,8200,Right,Black / Red
335458,134814,Laser,Wired,8200,Right,Black / White
335459,134815,Laser,Wired,8200,Right,Black
335460,134816,Optical,Wired,4000,Right,White
335461,134817,Laser,Wired,5600,Right,Black / Red
335462,134818,Optical,Wireless,1200,Both,White / Black
335463,134819,Laser,Wireless,,Both,Black
335464,134820,Laser,Wired,6000,,Black
335465,134821,Trackball,Wired,,,Black
335466,134822,Optical,Wireless,,Both,Black
335467,134823,Optical,Wireless,1600,Both,Black
335468,134824,Optical,Wired,1000,Both,Black
335469,134825,Optical,Wired,2500,Both,Black
335470,134826,Laser,Wired,8200,Right,Silver / Black
335471,134827,Optical,Wired,1000,Both,Black
335472,134828,Laser,Wired,800,Right,Black / Red
335473,134829,Optical,Wired,,Both,Silver / Black
335474,134830,Laser,Wired,5600,Right,Black
335475,134831,Laser,Wired,8200,Right,Black
335476,134832,Laser,Wired,8200,Right,Black / Red
335477,134833,Laser,Wired,11400,Both,Gray
335478,134834,Laser,Wired,11400,Both,Black / White
335479,134835,Laser,Wired,8200,Left,Black
335480,134836,Optical,Wired,16000,Right,Black
335481,134837,Optical,Wired,5000,Right,Black
335482,134838,Optical,Wired,4000,Right,Black / Blue
335483,134839,Laser,Wireless,2400,Right,Black / Red
335484,134840,Laser,Wired,8200,Right,Multicolor
335485,134841,Laser,Wireless,,Both,Black
335486,134842,Laser,Wired,5700,Both,Black
335487,134843,Optical,Bluetooth Wireless,,Both,Blue
335488,134844,Optical,Bluetooth Wireless,,Both,Blue
335489,134845,Laser,Wired,3200,Both,Black
335490,134846,Optical,Wired,5000,Both,White
335491,134847,Optical,Wired,1000,Right,Black
335492,134848,Optical,Wireless,1000,Both,Red / White
335493,134849,Trackball,Wired,,,Black
335494,134850,Optical,Wired,4000,Right,Black
335495,134851,Laser,Wired,5670,Both,Black / Orange
335496,134852,Optical,Wired,5000,Right,Yellow
335497,134853,Optical,Wired,1000,Right,White / Blue
335498,134854,Laser,Wireless,,Both,Blue
335499,134855,Optical,Wired,4800,Right,Green / Black
335500,134856,Laser,Wireless,8200,Right,Black / Red
335501,134857,Optical,Wireless,1000,Both,Black
335502,134858,Optical,Wired,2500,Both,Black / Gray
335503,134859,Laser,Wired,5700,Right,Black
335504,134860,Laser,Wired,12000,Right,White
335505,134861,Optical,Wired,5000,Right,Black / Red
335506,134862,Optical,Wired,12000,Right,Black
335507,134863,Laser,Wireless,,Both,Black
335508,134864,Optical,Wireless,,Right,Red
335509,134865,Laser,Wireless,,Both,Black
335510,134866,Optical,Wired,2000,Both,Black
335511,134867,Laser,Wireless,,Both,Black / Blue
335512,134868,Laser,Wired,8200,Right,Black / Silver
335513,134869,Optical,Wired,1000,Both,Black
335514,134870,Optical,Bluetooth Wireless,1600,Both,Black
335515,134871,Optical,Bluetooth Wireless,2000,Right,Black / White
335516,134872,Laser,Wireless,,Both,Black / Silver
335517,134873,Laser,Wired,,Right,Black
335518,134874,Optical,Wired,,Both,Black
335519,134875,Optical,Wired,1600,Right,Multicolor
335520,134876,Optical,Wired,3200,Both,Black
335521,134877,Optical,Wired,12000,Right,Black / Blue
335522,134878,Optical,Wired,1000,Both,Black
335523,134879,Optical,Wired,3200,Both,Black
335524,134880,Optical,Wired,16000,Right,Black / Red
335525,134881,Optical,Wired,,Both,Black
335526,134882,Laser,Bluetooth Wireless,6400,Right,Black
335527,134883,Laser,Wired,8200,Right,Black
335528,134884,Optical,Wired,7200,Right,Black
335529,134885,Optical,Wired,1600,Both,Black
335530,134886,Laser,Wired,8200,Right,Black / Green
335531,134887,Optical,Wired,6400,Right,Black
335532,134888,Laser,Bluetooth Wireless,6400,Both,Black
335533,134889,Laser,Wired,8200,Right,Black / Silver
335534,134890,Laser,Wired,8000,Right,Black
335535,134891,Laser,Wired,8200,Right,White
335536,134892,Optical,Wired,4000,Right,Black
335537,134893,Optical,Wired,4000,Right,Black / Blue
335538,134894,Optical,Wired,16000,Right,White
335539,134895,Laser,Wireless,,Both,Black
335540,134896,Touchpad,Wireless,,Both,Black / Silver
335541,134897,Laser,Wired,8200,,Green
335542,134898,Optical,Wired,5000,Both,Black / Red
335543,134899,Optical,Wireless,1000,Right,Gray / Yellow
335544,134900,Optical,Wired,2400,Both,Black / Blue
335545,134901,Trackball,Wired,,Both,Black
335546,134902,Optical,Wired,10000,Right,Black / Red
335547,134903,Optical,Wired,5000,Both,Yellow
335548,134904,Laser,Bluetooth Wireless,,Both,Silver
335549,134905,Optical,Wireless,,Both,Blue
335550,134906,Laser,Wireless,,Both,Black / Silver
335551,134907,Optical,Wired,,Both,White
335552,134908,Laser,Wireless,,Right,Black
335553,134909,Optical,Wireless,1000,Both,Blue
335554,134910,Touchpad,Wireless,,Both,Black
335555,134911,Laser,Wireless,1750,Both,Black
335556,134912,Optical,Wired,4000,Right,Black
335557,134913,Laser,Wired,,Both,Black
335558,134914,Optical,Wireless,,Both,White
335559,134915,Laser,Wired,,Right,Black
335560,134916,Optical,Wired,1000,Both,Black
335561,134917,Optical,Wired,4000,Both,Black
335562,134918,Laser,Wired,5700,Right,White / Red
335563,134919,Optical,Wired,3500,Right,Black
335564,134920,Optical,Wired,6400,Right,Black / Gold
335565,134921,Optical,Wired,1000,Both,Black
335566,134922,Laser,Wireless,,Both,Black
335567,134923,Optical,Wired,6400,Right,Multicolor
335568,134924,Optical,Wired,1600,Right,Black
335569,134925,Optical,Wired,12000,Right,Gray
335570,134926,Optical,Wired,6400,Right,Black / Orange
335571,134927,Laser,Wired,8200,Right,Black / Silver
335572,134928,Optical,Wireless,,Both,Purple
335573,134929,Optical,Wired,800,Both,Black
335574,134930,Optical,Wireless,,Both,Camo
335575,134931,Laser,Wired,11000,Right,Black
335576,134932,Laser,Wired,6400,Right,Black
335577,134933,Optical,Wired,4000,Both,Black / Silver
335578,134934,Optical,Wireless,1000,Both,Red / Black
335579,134935,Laser,Wired,8200,Right,Black
335580,134936,Optical,Wireless,1000,Both,Black
335581,134937,Laser,Wired,1600,Right,Black
335582,134938,Optical,Wired,,Both,Red
335583,134939,Optical,Wired,4000,Right,Black / Blue
335584,134940,Trackball,Wired,,Both,White
335585,134941,Optical,Wired,3200,Right,Black
335586,134942,Optical,Wired,4000,Right,Black / Yellow
335587,134943,Optical,Wireless,,Right,Silver / Black
335588,134944,Optical,Wireless,8200,Right,Black / Gray
